title;published_date;data_url;creator;description;unit;fail_reason
Kansarmoede-index Kind en Gezin;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_03.csv;Kind & Gezin;Aantal kinderen geboren in een kansarm gezin volgens de criteria van Kind en Gezin in jaar x, jaar x-1 en jaar x-2 en die wonen in de gebiedsomschrijving op 31 december van jaar x ten opzichte van het totaal aantal kinderen geboren in die 3 jaar en die wonen in de gebiedsomschrijving op 31 december van jaar x.Een gezin wordt door Kind en Gezin als kansarm beschouwd als het op minstens 3 van volgende criteria zwak scoort: beschikbaar maandinkomen, opleiding ouders, arbeidssituatie ouders, laag stimulatieniveau, huisvesting en gezondheid.;procent personen;
Kansarmoede-index Kind en Gezin, naar herkomst moeder;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_58.csv;Kind & Gezin;Aandeel kinderen geboren in een kansarm gezin volgens de criteria van Kind en Gezin in jaar x, jaar x-1 en jaar x-2 en die wonen in de gebiedsomschrijving op 31 december van jaar x, opgedeeld volgens herkomstgroep.De herkomstgroepen binnen deze indicator zijn: België, EU, Niet-EU. De herkomst wordt bepaald op basis van de geboortenationaliteit van de moeder.;procent personen;
Kinderen;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_04.csv;Statbel;Aandeel kinderen van 0 tot en met 17 jaar.;procent personen;
Kinderen in gezin met zeer lage werkintensiteit;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_08.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aandeel kinderen van 0 tot en met 17 jaar dat leeft in een gezin waarvan de werkintensiteit lager of gelijk is aan 0,2, op 1 januari van het jaar. De Kruispuntbank van de Sociale Zekerheid (KSZ) registreert de socio-economische positie van de gehele Belgische bevolking. Op huishoudniveau kan worden gekeken hoeveel volwassenen in het gezin aan het werk zijn en in welk arbeidsregime. Op basis daarvan wordt een werkintensiteit van het gezin berekend. Deze werkintensiteit varieert tussen 0 (geen enkel volwassen lid van het gezin werkt) tot 1 (alle volwassen leden van het gezin werken voltijds). De gezinnen met een werkintensiteit lager dan 0,2 worden beschouwd als gezinnen met een zeer lage werkintensiteit.;procent personen;
Kraanwaterverbruik, naar gezinsgrootte;oktober 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_23.csv;Vlaamse Milieumaatschappij;Het gemiddelde jaarlijkse kraanwaterverbruik per gezinsgrootte, in m³.;per gezin m³;
Kwetsbare personen blootgesteld aan hittestress;december 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_04.csv;Vlaamse Milieumaatschappij;Het aantal personen van de bevolking tussen 0 en 4 jaar en boven 65 jaar per statistische sector dat wordt blootgesteld hittestress (60 hittegolfgraaddagen of meer).Voor de bepaling van het huidig klimaat werd bij deze indicator 2000-2018 als referentieperiode gebruikt. Er is sprake van een hittegolf als een hitte-episode minstens 3 dagen aanhoudt, de temperatuur overdag boven 29,6 °C stijgt en ’s nachts blijft hangen boven 18,2 °C. Zware hittestress houdt de blootstelling in aan 60 of meer hittegolfgraaddagen. Het gaat om de som van de overschrijdingen van de dagelijkse maximumtemperatuur boven de drempel van 29,6 °C, samen met de som van de overschrijdingen van de dagelijkse minimumtemperatuur boven de drempel van 18,2 °C. Binnen het Vlaamse Gewest werd dit niveau tijdens de erg warme zomers van 2003 en 2006 enkel bereikt in de Antwerpse binnenstad. 2003 en 2006 waren jaren waarin belangrijke oversterfte werd opgetekend tijdens hittegolven in ons land.Kwetsbare groepen: de leeftijdsgroepen van 0 tot 4 jaar en van 65 jaar en ouder.Wanneer alle huidig beschikbare klimaatmodelresultaten die relevant zijn voor Vlaanderen op een rij gezet worden, komt het hoog-impactscenario overeen met de bovengrens van het 95%-betrouwbaarheidsinterval: 95% van de resultaten geven een lagere inschatting van klimaatverandering en 5% een nog hogere. Het gehanteerde hoog-impactscenario komt overeen met het internationaal gehanteerde RCP8.5 broeikasgasscenario. Dat betreft een business-as-usual-scenario inzake wereldwijde uitstoot en concentraties aan broeikasgassen, waarbij het huidige uitstootpad blijft aangehouden en de mens er niet in slaagt de komende decennia de weg naar een mondiale, koolstofarme economie in te slaan.;procent personen;
Laadpunten voor elektrische wagens;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_13.csv;Departement Omgeving;Aantal publieke laadpunten voor elektrische voertuigen op 1 januari van het jaar.;per 10.000 inwoners laadpunten;
Landgebruik;juni 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_RU_05.csv;Departement Omgeving;Het concept ‘landgebruik’ verwijst naar het daadwerkelijke gebruik van de grond voor welbepaalde menselijke activiteiten (zoals huisvesting, industrie en diensten, recreatie,…) of teelten (zoals akkerbouw, grasteelt,...) of natuurlijke begroeiing (zoals bos, struikgewas,...). Het werkelijke landgebruik van een locatie is niet noodzakelijk identiek aan de juridisch-planologische bestemming van deze locatie. Gronden kunnen bestemd zijn als woongebied, maar effectief in gebruik zijn als grasland of akkerland. De landgebruikskaart bevat geen informatie over de planologische bestemming.Het werkelijke landgebruik, zoals op de landgebruikskaart met 18 categorieën weergegeven, is samengesteld op basis van de 4 dataniveaus van het 'landgebruiksbestand 2013'. Meer bepaald gebeurt dit door een combinatie en aggregatie van een aantal categorieën uit de verschillende dataniveaus van dit landgebruiksbestand. Dit zijn beschikbare GIS-datalagen (bijvoorbeeld Grootschalig Referentiebestand Vlaanderen, Landbouwgebruikspercelen, …) en andere ruimtelijke databronnen (bijvoorbeeld Verrijkte KruispuntBank Ondernemingen). Door een combinatie van deze basisdata ontstaat een bestand met 4 niveaus: Niveau 1 - Bodembedekking, Niveau 2 - Verstedelijkt Landgebruik, Niveau 3 - Multifunctioneel landgebruik en Niveau 4 - Juridische Bestemmingen.Het landgebruiksbestand wordt opgesteld aan de hand van in hoofdzaak vectoroperaties, maar wordt in de laatste stappen omgezet naar een rasterbestand op 10m resolutie.De landgebruikskaart wordt om de 3 jaar geüpdatet aan de hand van de recentst beschikbare referentie-GISlagen. De tweede update beschikt dus over referentielagen van 2016/2017 maar sommige referentielagen zijn ouder of niet volledig geüpdatet. Bij de update 2016 werd de methodologie ook verfijnd. Om de landgebruiksveranderingen die zich hebben voorgedaan sinds de nulmeting in 2013 consistent te kunnen evalueren, werd het landgebruiksbestand voor 2013 opnieuw gemaakt volgens de vernieuwde methode die werd gebruikt voor het opstellen van het landgebruiksbestand toestand 2016.;procent hectare;
Langdurig werkzoekenden zonder werk;februari 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_20.csv;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding;Bij de langdurige werkloosheid wordt er gekeken naar het aandeel langdurig werkzoekenden zonder werk (15-64 jaar) in de totale groep van werkzoekenden zonder werk (15-64 jaar). De werkzoekenden zonder werk (WZW) zijn personen zonder job die zich bij de VDAB als werkzoekende hebben ingeschreven. Langdurig werkzoekenden zonder werk  (15-64 jaar) zijn 1 jaar of langer werkzoekend.;procent werkzoekenden zonder werk;
Langdurig werkzoekenden zonder werk, naar herkomst;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_49.csv;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding;Aantal langdurig (langer dan één jaar) werkzoekenden zonder werk (WZW) per origine ten aanzien van het totaal aantal WZW per origine. Het gaat om jaargemiddelden, d.w.z. het gemiddelde van het aantal WZW in de 12 maanden van het jaar.De herkomstgroepen binnen deze indicator zijn: België, EU, Niet-EU.De origine van een persoon wordt bepaald aan de hand van de huidige en geboortenationaliteit van de persoon zelf. Met de huidige of geboortenationaliteit van de ouders wordt door de VDAB in tegenstelling tot bij de KSZ-gegevens over herkomst geen rekening gehouden. Personen met origine van het Verenigd Koninkrijk worden voor alle jaren bij de groep Europa niet-EU geteld.De werkzoekenden zonder werk (WZW) zijn personen zonder job die zich bij de VDAB als werkzoekende hebben ingeschreven. Aangezien de door de VDAB gebruikte definitie van WZW verschilt van de definitie van werklozen zoals gebruikt in de Kruispuntbank van de Sociale Zekerheid, kunnen de werkloosheidscijfers gebaseerd op de VDAB-gegevens en op de KSZ-gegevens niet met elkaar vergeleken worden.;procent werkzoekenden zonder werk;
Leden amateurkunstenorganisaties;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_02.csv;Sisca;Aantal leden van amateurkunstenorganisatie per 1.000 inwoners.;per 1.000 inwoners leden;
Leden jeugdbewegingen;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_10.csv;Koepelorganisaties Vlaamse Jeugdbewegingen;Aantal leden van lokale afdelingen van jeugdbewegingen in Vlaanderen per 1.000 inwoners van 3 tot en met 30 jaar.;per 1.000 inwoners (3-30 jaar) leden;
Leden sportclubs;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_07.csv;Sport Vlaanderen;Aantal leden van sportclubs aangesloten bij een erkende of gesubsidieerde federatie per 1.000 inwoners. Enkel de erkende of gesubsidieerde sportclubs worden in beeld gebracht. Inwoners: stand op 1 januari van jaar x+1.;per 1.000 inwoners leden;
Leden verenigingen sociaal-cultureel volwassenenwerk;juni 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_05.csv;Sisca;Aantal leden van lokale afdelingen van verenigingen sociaal-cultureel volwassenenwerk gekend op Vlaams niveau per 1.000 inwoners.;per 1.000 inwoners leden;
Leerlingen Franstalig basisonderwijs, naar vestigingsplaats;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_10.csv;Departement Onderwijs & Vorming;Aantal leerlingen dat ingeschreven is in het gewoon of buitengewoon kleuteronderwijs of het gewoon of buitengewoon lager onderwijs in Franstalige scholen en in Franstalige afdelingen van Nederlandstalige scholen in de vestigingsplaatsen gelegen in de gemeente, uitgedrukt per 100 leerlingen dat ingeschreven is in het Nederlandstalig gewoon of buitengewoon kleuteronderwijs of het Nederlandstalig gewoon of buitengewoon lager onderwijs.;per 100 leerlingen leerlingen;
Leerlingen OKAN, naar woonplaats, naar thuistaal;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_40.csv;Departement Onderwijs & Vorming;Aantal leerlingen dat ingeschreven is in een onthaalklas voor anderstalige nieuwkomers (OKAN) die wonen in de gemeente, naar thuistaal.;procent leerlingen;
Leerlingen deeltijds beroepssecundair onderwijs, naar woonplaats, naar thuistaal;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_36.csv;Departement Onderwijs & Vorming;Aantal leerlingen dat ingeschreven is in het deeltijds beroepssecundair onderwijs op 1 februari van het jaar en die wonen in de gemeente, naar thuistaal.De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.;procent leerlingen;
Leerlingen kleuteronderwijs, naar vestigingsplaats;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_01.csv;Departement Onderwijs & Vorming;Aantal leerlingen dat ingeschreven is in het gewoon of buitengewoon kleuteronderwijs in de vestigingsplaatsen gelegen in de gemeente.;per 1.000 inwoners leerlingen;
Leerlingen kleuteronderwijs, naar woonplaats;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_02.csv;Departement Onderwijs & Vorming;Aantal leerlingen dat ingeschreven is in het gewoon kleuteronderwijs op 1 februari van het jaar en die wonen in de gemeente.De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.;per 1.000 inwoners leerlingen;
Leerlingen kleuteronderwijs, naar woonplaats, naar thuistaal;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_03.csv;Departement Onderwijs & Vorming;Aantal leerlingen dat ingeschreven is in het gewoon kleuteronderwijs op 1 februari van het jaar en die wonen in de gemeente, naar thuistaal.De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.;procent leerlingen;
Leerlingen lager onderwijs met laagopgeleide moeder, naar woonplaats;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_47.csv;Departement Onderwijs & Vorming;Aandeel leerlingen in het lager onderwijs met een laagopgeleide moeder, naar woonplaats van de leerling. Een laagopgeleide moeder betreft een moeder die maximaal lager secundair onderwijs afgewerkt heeft.;procent leerlingen;
Leerlingen lager onderwijs met schooltoeslag, naar woonplaats;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_46.csv;Departement Onderwijs & Vorming;Aandeel leerlingen in het lager onderwijs dat een schooltoeslag ontvangt, naar woonplaats van de leerling. De schooltoeslag maakt deel uit van het Groeipakket en vervangt sinds het schooljaar 2019-2020 de schooltoelage.;procent leerlingen;
Leerlingen lager onderwijs wonende in buurt met hoge mate van schoolse vertraging, naar woonplaats;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_45.csv;Departement Onderwijs & Vorming;Aandeel leerlingen in het lager onderwijs dat woont in een buurt met een hoge mate van  schoolse vertraging, naar woonplaats van de leerling. De schoolse vertraging van een buurt is het aandeel van 15-jarige leerlingen in de afgelopen 6 schooljaren met een schoolse vertraging van 2 jaar of meer. Een leerling woont in een buurt met een hoge mate van  schoolse vertraging als de leerling behoort tot de 25% leerlingen die in de buurten met de hoogste schoolse vertraging wonen. Leerlingen die behoren tot de trekkende bevolking en thuislozen worden steeds opgenomen.;procent leerlingen;
